GUID,Firstname,Surname,DOB,PostCode,Suburb,State
5C43BC49-8246-46AF-9AC1-895864677A67,Sergio,Oneill,1988-05-16,822,Margaret River,NT
5BB43449-B97A-4402-AD50-B43F05BEE4BC,Luis,Turner,1966-07-02,4892,Lizard,QLD
B044ACB0-4FFF-4303-A95D-DB95ABB67F19,Graham,Davies,1959-06-22,6335,Jackitup,WA
D0493A38-17C2-44F3-BB36-1FA3368F3375,Kenneth,Davis,1949-04-27,2680,Griffith,NSW
EA3E95CD-C7AF-4B68-8B04-EA0639CE5C4A,Hadassah,Estes,1957-03-05,5580,Curramulka,SA
F02E0753-C4FA-4F64-B0E0-2767DCD4D5C6,Reece,Jenkins,2000-02-03,4800,Pauls Pocket,QLD
0F0B5044-5261-4E38-AAD3-ED726E10CC44,Prince,Vega,1961-07-15,2800,Canobolas,NSW
3AA1F06F-733B-4660-87E6-934A3098CF8A,Aaden,Bright,1967-09-24,2420,Tabbil Creek,NSW
AC1DCCED-0EB0-4B19-8226-4A8070931A56,Mareli,Chase,1973-05-22,2454,Sunny Corner,NSW
51935A6F-C276-4AE7-8E09-D4C45B45FFA1,Jaime,Cuevas,1995-05-21,906,Winnellie,NT
B1870E03-6188-4843-84AD-D9054F8E330C,Alison,Berger,1978-10-10,2420,Wallaringa,NSW
AC3666BA-6A8A-44E3-89D5-D8C498EB4686,Brisa,Bond,1948-03-07,6479,Bonnie Rock,WA
179CFC82-B3F3-433B-A83D-E2C59090F1A5,Ava,Mccoy,1971-12-24,4871,Warrubullen,QLD
6A0B8664-1EB4-4C36-8D45-F04CB8563880,Hailie,Calderon,1998-06-20,6485,Nembudding,WA
1A9E4A1F-DDFC-41E7-9904-FDFF5B4DDB34,Priscilla,Barajas,1971-08-22,3081,Heidelberg Heights,VIC
08A83149-86D3-4AF9-B150-FBCCFEB638DD,Clarissa,Flores,1952-03-25,3755,Yan Yean,VIC
2CD27D4D-2F78-41CE-BC11-9451DE05FE41,Alexandria,Orozco,1947-08-19,3556,California Gully,VIC
E89C207D-D650-4509-982F-EE27C1144214,Camryn,Mayo,1979-09-24,2365,Falconer,NSW
E508973A-A969-408F-B54A-CEAD99630088,Dangelo,Stephenson,1945-03-06,6503,Muckenburra,WA
660BE5B1-2EA1-42EB-9D74-33A2247E1102,Lukas,Shannon,2000-06-08,2311,Eccleston,NSW
B21D3D46-68FA-4059-884E-72193A320F34,Collin,Orozco,1974-07-14,2008,Darlington,NSW
AD1CAAFE-2014-4CEA-8C3B-D537F9775300,Kenyon,Jones,1970-10-24,3195,Mordialloc,VIC
A7675293-AD50-4914-BAF1-363C8A5BAD77,Stanley,Farmer,1945-08-28,5220,Parndana,SA
01FFA357-C890-4B66-B8B5-2A499B962852,Sierra,Wilkins,1985-06-29,4740,Belmunda,QLD
3C088647-ADB9-4A3D-ADE3-9428292DA613,Lawson,Burns,1977-08-06,3579,Murrabit West,VIC
790D7391-7670-47B3-A586-BB36B97BB0F2,Angela,Mckinney,1985-02-27,3265,Kolora,VIC
CB59DBD3-FA98-4103-A75C-514C26B8A338,Chaim,Blanchard,1943-03-20,3401,Jung,VIC
E656A420-FE1C-4F72-A796-4800F7B91601,Eleanor,Mendez,1952-03-08,2577,Berrima,NSW
3BF88E11-30B2-4099-B96B-06B3DF17322A,Hailee,Spencer,1963-09-01,7140,Gretna,TAS
A97E16E4-FFAB-4D52-A7E2-EED6F064B5E1,Alec,Ball,1977-03-10,4405,Dalby,QLD
4C81EC1D-BABE-42D8-A01F-41AFC5DB4A03,Tomas,Fletcher,1943-03-06,2010,Darlinghurst,NSW
CCB23211-0528-42D3-85E7-AFFD5088B4F7,Selina,Small,1954-11-09,2866,Boomey,NSW
4352926A-02F2-4A04-A78F-33E0AFBEEF85,Roland,Morris,1969-09-09,3037,Sydenham,VIC
24101B4E-4292-4FE7-AFA0-096FD46CF29A,Ray,Frost,2001-02-21,2866,Larras Lee,NSW
F6318736-A7CC-4454-BFB1-BF011C4A572C,Sarai,Morgan,1953-10-06,4800,Lethebrook,QLD
2B985F50-252C-4147-A42C-D33FE79F37D5,Serena,Espinoza,1942-03-15,3621,Tongala,VIC
B3B4D49B-FFF6-4CC1-9E42-813DA5CC5C0D,Giana,Reeves,1951-06-27,2785,Megalong Valley,NSW
525080A7-4671-4799-9571-890AB62BA5B2,Giselle,Lozano,1972-10-16,5253,Long Flat,SA
E40BCEA1-E4E3-4D98-B955-389A325D6874,Julianne,Bass,1995-03-26,2550,Coopers Gully,NSW
9D97034A-24C7-405E-A3A4-1924847ECAEC,Milton,Lara,1981-12-07,4213,Bonogin,QLD
28CA9C26-7E26-4748-9B7B-C3DFD3AC48EF,Ace,Riggs,1999-12-30,3678,Docker,VIC
2C1E5D8F-322F-4C23-B771-9D8C85B926E5,Luz,Salas,1989-01-28,4510,Caboolture South,QLD
11D387EA-B89B-4108-BA5F-146268B1B885,Ryann,Peck,1996-02-05,2775,Lower Macdonald,NSW
1FE06237-F961-4E97-A982-E6EB37D6CD8A,Asa,Mercer,1995-06-09,4751,Greenmount,QLD
394FAF2C-5A4F-481E-B071-AFA08448F4FB,John,Beck,1949-12-08,4671,Takilberan,QLD
DA511D22-1309-4562-AF99-CA86AAB92196,Hope,Hobbs,1950-08-28,3371,Lillicur,VIC
F490E1A6-27DE-4CE2-9477-4E684B717BC5,Mckenzie,Garrison,1983-04-03,6846,Perth,WA
39817F0D-501F-4693-971E-A6A96BB08724,Vaughn,Ferrell,1990-10-03,7254,Golconda,TAS
50FC0C0F-7397-4738-9716-29BFC7F62D07,Thomas,Spears,1967-05-07,4807,Alva,QLD
DD428AFF-C99D-4D93-8486-822212423BE4,Hudson,Pena,1996-04-14,2672,Burgooney,NSW
02DEFD8E-8092-4446-A17E-5EA2150B9F2E,Finley,Holland,1955-11-05,4380,Nundubbermere,QLD
EF3F33EE-705A-47E5-934F-816D7A20398D,Kimora,Leach,1993-04-10,3234,Kennett River,VIC
DED9095C-F6ED-441F-AB50-0205BF9513AF,Ivy,Olsen,1968-01-29,4306,Dundas,QLD
C1482800-3473-465C-B7D2-C847675732AB,Serena,Park,1967-07-03,6260,Beedelup,WA
34EEC530-52E7-4BF6-92B8-33DFA26C3DF7,Andrea,Brandt,1955-04-21,4626,Cattle Creek,QLD
DF64977A-2F8B-4381-8F17-CFDB861878AF,Julian,Valdez,1982-11-25,3350,Mount Clear,VIC
5A36E4B2-E105-4034-A22A-2283C33B4749,Grant,Diaz,1979-06-07,2795,Glanmire,NSW
E6C7C32D-7A34-4647-9D48-6E5D23CFC633,Julien,Walsh,1974-03-05,3858,Winnindoo,VIC
3A08879C-DA80-4E99-A685-36E3FCF9C75C,Chad,Gould,1954-11-10,7216,The Gardens,TAS
D60034DA-9732-4B12-8DDB-7AAE7099C0C5,Essence,Dominguez,2003-05-22,6225,Mumballup,WA
B0728820-8E15-4A89-86B2-24B3C7B16EA0,Ava,Bullock,1950-09-01,2076,Wahroonga,NSW
AD42C622-7FE0-45BB-A361-F566346ADA57,Kaiden,Rose,1946-06-04,6312,Toolibin,WA
90CEFA14-F875-4F85-BB8F-F73C745C0216,Nia,Watkins,1946-07-09,6008,Daglish,WA
C306B1C5-381A-4CD0-9710-AD706E99D910,Perla,Boyle,1956-12-21,4370,Glengallan,QLD
4FD048B8-B6A2-4E0A-8010-EC90CB534BDA,Destiney,Levine,1985-03-22,7210,Campbell Town,TAS
970EF88E-0DB1-465F-B5C2-3C4623BECB4F,Aubree,Todd,1945-07-01,2454,Repton,NSW
D6647016-DDE0-4302-974D-A2EFE5ED165B,Gage,Holloway,1966-01-03,2866,Molong,NSW
ACF6EC94-ED4A-400D-A2C1-F31A64629E03,Randy,Graham,1976-02-29,3192,Cheltenham East,VIC
A96EFC53-BAD4-4316-AD7D-F66D51F35E27,Trevon,Santana,1975-10-16,4670,Electra,QLD
419F0205-1526-469A-B86C-A3EB1CE48183,Leo,Singleton,1971-02-13,4871,Deeral,QLD
9835C39B-D7C7-4908-AFC4-7F9BFD9B37F1,Cassie,Gibson,1997-04-01,2060,North Sydney,NSW
691B1A64-B72E-43EC-A8AC-5477410DDB98,Reid,Shelton,1974-01-08,6532,Nabawa,WA
21A7C0AF-6D7B-448D-96C5-AAB5E4F9689F,Easton,Bush,1970-07-29,4357,Lavelle,QLD
F325AA60-1ACC-41BD-BA69-9C131FB2EFCC,Aidyn,Ramirez,2004-01-14,4077,Inala,QLD
59E18E74-6B25-4973-918A-A54DAC8E5F0B,Conor,Wilcox,1993-08-11,6430,South Kalgoorlie,WA
70EDFEAA-F2B6-4966-A84A-A2D6BCC9A403,Kennedi,Chapman,1998-09-08,2526,Kembla Heights,NSW
B2065663-58F4-4182-9D92-67E29F4F142B,Isabell,Schmidt,1991-07-12,3869,Jumbuk,VIC
D90FA598-BD3A-4752-992C-EA0657490C26,Toby,Martin,1943-02-24,3345,Gordon,VIC
D8ED264C-07D9-4A5B-94D9-2FEB16DE20BA,Drake,Diaz,1962-06-09,3175,Dandenong South,VIC
33A0D5FB-94B9-465B-AE4F-DF2729A44EE1,Ahmed,Hill,1956-11-06,3282,Koroit,VIC
28EE7DDB-1BDE-49F2-A947-BA2BA39FDC5E,Eliza,Swanson,1942-09-30,2440,Kinchela,NSW
55497226-A1CA-4792-A0AF-E096A9F9B00A,Mariah,Frank,1955-03-25,6424,South Bodallin,WA
FE4A151F-A6F9-4E80-B66A-260B76A534AB,Kendal,Sampson,1987-03-15,852,Yarralin,NT
4F3F2836-BFCC-4F86-8792-FEEFB209A990,Ireland,Rogers,1958-05-16,2474,Wyneden,NSW
74C4ED90-6A5F-43A5-80BA-9A3225E53E74,Marley,Christensen,1998-01-16,6728,Derby,WA
1CCE01B5-280F-469C-B438-72380D2F3ACE,Jordyn,Newton,1967-06-04,2283,Carey Bay,NSW
DA35E089-6679-487E-B702-DBF0FE49BF3D,Scarlett,Shah,1960-08-11,6760,Marble Bar,WA
18C62896-553A-4449-9BBA-2715B34BE95C,Eric,Bradford,2003-08-27,3683,Chiltern Valley,VIC
0180BCE4-E63F-467E-A54E-303150E2D271,Conner,Trujillo,1998-05-20,4352,Gowrie Junction,QLD
A1EC4399-A56F-4BBB-AE95-C68BB0B5CB40,Stephen,Pacheco,1970-10-06,5252,Kanmantoo,SA
CB45E4C3-C152-40E9-89C4-052A0214523E,Nathanael,Gamble,1972-11-23,4870,Westcourt,QLD
C78FDAA2-EAD2-47AC-9DFC-EB4265E72FB5,Kate,Collins,1962-02-23,6076,Carmel,WA
3CB28CEA-A94C-4BDE-9614-A283FD4462EE,Zaid,Allison,1986-01-24,4310,Templin,QLD
D1F51D9E-890A-408D-B64F-23BFD144F32F,Octavio,Mays,1996-08-14,4728,Mexico,QLD
ED0563B8-6C89-4625-8AD2-A598BF55B2DD,Ezra,Bean,1971-10-27,3240,Paraparap,VIC
2149BA97-E957-4DD3-9064-931AE2961BA1,Kody,Atkinson,1967-06-12,6429,Victoria Rock,WA
94CAE59B-8A78-43A8-96E6-1A4DA4BF7B9A,Lamar,Pham,1979-07-28,7190,Runnymede,TAS
AA80EE93-19DB-4FB9-8189-AA92CA0BB962,Zander,Washington,1990-02-07,1428,Strawberry Hills,NSW
0BAE5620-BAA4-4497-ADE0-4C4AA14EAAB0,Chris,Fox,1972-10-17,2620,Wamboin,NSW
3ACBAD29-6E32-40BE-B0E0-8DF9FE9DCDAD,Case,Robbins,1960-07-09,3844,Callignee,VIC
B9152B50-D80A-4DCF-9AD4-6B26033B6D04,Adyson,Yates,1949-06-26,3730,Bundalong,VIC
86B20E6F-A8E6-45D0-B4F9-FC282BDAA30E,Jay,Hansen,1944-11-25,810,Jingili,NT
C8514622-EF28-4B1F-8CDF-B4A904DDA520,Gerald,Owens,1959-06-23,6701,Brockman,WA
3B6E9B61-A2E4-4901-8DEF-471E69591A61,Tristen,Cortez,1980-02-22,2900,Greenway,ACT
D0027EE2-28F0-44D9-A964-FC936A0EE7BA,Lucas,Moreno,1972-10-23,4650,Gootchie,QLD
626AD2E2-08FE-4589-B3AB-1DB6FB324929,Cohen,Grant,1954-06-18,5047,Darlington,SA
4CFE9E8E-82F2-4F65-B93D-814E10155D4F,Kamron,Ramirez,1979-11-02,2469,Mororo,NSW
4F05B9E4-A55A-483E-9BAB-BF44806AE331,Danielle,Taylor,1953-06-02,2540,Hmas Albatross,NSW
6F552544-5730-4FED-A6BF-B6F054C24540,Damari,Hess,1995-08-18,3451,Irishtown,VIC
032588F7-27E4-401F-9170-F633CEAD6A73,Kieran,Jimenez,1947-10-19,3039,Moonee Ponds,VIC
C72C94F6-69BC-4017-B494-A266109675F1,Elias,Henry,1985-10-18,3213,Anakie,VIC
283421C5-9E71-431B-AEF2-ADD70DB9FF5B,Kristina,Bowman,1960-04-01,2606,O'Malley,ACT
5A7F9D96-C67C-4B60-B72A-FCFF8704FCCC,Brynlee,Gregory,1947-05-07,4740,Chelona,QLD
93E5ED8C-8F3F-4270-A15D-CD48A5FD1D5C,Kate,Camacho,2000-03-19,2828,Gulargambone,NSW
99716EEC-43D4-4A64-88FA-5352FD7FB033,Dulce,Clayton,1961-03-23,4871,Mount Mulligan,QLD
DA04A2D3-A7A8-42E8-91C9-A03E49CCDC15,Veronica,Bray,2001-08-19,4670,Bundaberg Dc,QLD
8AD24B0B-B32A-4680-85A6-C8A74477519A,Eduardo,Mcintyre,1972-07-03,6211,Clifton,WA
9995E452-F935-451E-9E16-995C0D8E3C98,Alec,Chambers,1965-01-10,3393,Aubrey,VIC
6F0A0C13-7A1D-43B5-888B-CCE3714749F6,Peyton,Bryant,1991-12-25,3087,Watsonia North,VIC
49E6FB4C-3D9F-48A1-9CD7-3FAD5E3BE699,Leah,Dickson,1999-11-03,2484,Zara,NSW
869AAF7C-3139-48CE-93FD-28D5E6A1B717,Nehemiah,Blake,1942-08-10,2753,Grose Vale,NSW
EE686A71-6C52-4479-9E32-760E37A62FDB,Cash,Welch,2002-02-26,2404,Gineroi,NSW
B20D0037-D2B4-4D19-9417-9653F5EB4F04,Haylee,Bowen,2003-01-13,4069,Pinjarra Hills,QLD
FC9AFE88-8C87-4EEA-8C42-B7FBC5089F0C,Ann,Landry,1964-09-13,2632,Mount Darragh,NSW
88698197-38F7-47C3-8AAC-6826478AA1A4,Jerome,Kane,1968-09-01,5238,Younghusband,SA
6217E604-9B99-4B7B-AA24-7A4F4FFA5F14,Angelo,Hendrix,1983-01-09,2083,Bar Point,NSW
095DCB8D-701B-4C86-82F9-FF2018D9EF2D,Kaia,Mccann,1982-12-13,5601,Port Bonython,SA
6D17FD29-3CAD-4B72-8EBF-BDFC6615A8AA,Natasha,Sanford,1948-08-05,2430,Upper Lansdowne,NSW
9BB5F70B-2511-40FD-A57C-7E7F9D4BD2F7,Elyse,Herman,1999-07-26,6027,Mullaloo,WA
59A4EEFE-70B9-4CC9-B4C4-A4116B47F3B1,Skye,Vazquez,1978-12-12,4700,Great Keppel Island,QLD
AB480CE5-70F2-4D59-88B7-3C6D580F2E31,Jesus,Key,1980-06-08,6468,Kalannie,WA
4DAD6A4A-62F0-4348-8AD7-EAD6C5505792,Cedric,Mclaughlin,1954-11-27,2335,Lambs Valley,NSW
F64295B9-3A90-402C-9030-CD94505A70F6,Jaime,Ayers,1958-11-01,3283,Tarrone,VIC
549BE7F8-A1AD-4830-9063-9F78D62C00EF,Remington,Gross,1982-12-23,7011,Austins Ferry,TAS
18C6EEFF-CE82-458A-BA5D-08D00CCB4A39,Ronan,Mcgrath,1946-12-21,3490,Torrita,VIC
5698CF0D-9E3C-412A-A446-EA46D11256C5,Ronan,Richard,1997-09-12,2755,Richmond Raaf,NSW
89F06DAD-B7E9-40CC-9C08-12268A9E67FE,Trevin,Wheeler,1975-09-01,7268,Lilydale,TAS
CE25F82B-408F-46A3-8448-7E82DE08AFFC,Justice,Henson,1976-08-19,6285,Rosa Brook,WA
338C30B0-7A36-4581-85B2-F79B19183C1E,Kylie,Church,1950-06-05,2250,Glenworth Valley,NSW
DF24CDE5-0758-4A27-AB0C-53B14262C1D8,Lewis,Ashley,1972-03-08,6333,Parryville,WA
9ED557DA-637A-4673-B77B-5373530A26AA,Brenna,Scott,1981-10-08,822,West Arnhem,NT
356C19C6-14BC-4D7A-B303-D6D35B51AC63,Alivia,Hardy,1970-10-23,872,Mereenie,NT
63176F4A-90D9-4F0C-9E80-CDAB05A84F52,Leandro,Cox,1971-04-11,6052,Bedford,WA
C5907150-D46A-4D7E-AC14-F516EA5DEC0F,Eliezer,Russell,1992-09-06,6612,Paynes Find,WA
670763AC-1B99-42D9-BB61-643C1D8E4C5B,Alisson,Marshall,1956-01-18,2294,Carrington,NSW
84B8D0AC-384F-433E-9E48-A67098062606,Breanna,Richardson,1982-05-02,7310,Melrose,TAS
B9A74C88-8590-4F2C-AFD5-1055F2BC12AA,Antonio,Orozco,2001-01-01,6286,Redgate,WA
512B931C-4AF2-4A10-99C8-73515508D75B,Stanley,Mack,1988-06-10,4702,Alsace,QLD
B9BC3B91-7866-4B54-998F-9F77A4402290,Raymond,Walsh,1960-02-16,4807,Mount Kelly,QLD
8A159F0C-FE5B-4C4A-81D4-369335AD9535,Damaris,Ashley,1947-05-23,4017,Brighton,QLD
57E5105A-0DFE-4BFE-A8A8-A683B17225ED,Janiya,Meza,1976-10-30,3458,Fern Hill,VIC
9C44EDCB-5705-410A-9DAE-4A63A24C97B8,Rosemary,Matthews,1990-08-03,4404,Wainui,QLD
FEE27674-84F4-4348-99C1-981182306C32,Isabela,Horne,1944-10-02,6225,Cardiff,WA
A6F6EF1A-4487-4F59-BA43-E05DACAD212F,Malachi,Davies,2001-11-12,6511,Cervantes,WA
EACDD6FB-1612-4516-AFE1-D726823D35D4,Sienna,Walton,1979-02-06,6152,Waterford,WA
E78DDACA-C172-4697-92A5-D02AF8304C4C,Adrienne,Sherman,1968-05-19,5575,Stenhouse Bay,SA
68E35CBC-9E83-46A6-8301-FDDDD62F43A5,Emilee,Gardner,1960-02-01,2251,Yattalunga,NSW
9B4FF8B3-A56E-4C42-ACCF-32314BB5B676,Sienna,Abbott,1960-07-24,5495,Port Flinders,SA
1121EB2B-FC63-4529-8B31-93DDF4A55160,Micaela,Fisher,1998-02-10,2446,Byabarra,NSW
54E7CD01-2BDE-475F-8C56-9E5DB39490E1,Ali,Ballard,1945-06-01,4886,Minbun,QLD
D495EE4E-6A80-4C4D-8763-6A1D114DAA52,Cecelia,Espinoza,1951-05-06,6112,Haynes,WA
A58121FE-A70B-40F5-BF24-1A96D8547342,Gage,Frederick,1955-01-12,2550,Kalaru,NSW
8714B0E1-19D3-45A8-973D-28265C819A68,Alan,Archer,1968-11-12,2650,Eunanoreenya,NSW
F2C0FAAD-AD37-4EA8-ADB6-48B7D43CF035,Gideon,Howell,1949-02-02,2060,Mcmahons Point,NSW
9F0BD6AA-F707-4FCC-A896-58EE5C0ABE92,Carl,David,1969-06-29,2148,Kings Park,NSW
33D8E0C1-B723-44A9-AD96-9588FFBD858E,Landyn,Prince,1962-04-28,2160,Merrylands West,NSW
E6EC7C8F-96D1-490F-9BDC-203C962F284C,Elle,Mcdowell,1966-05-15,5381,Geranium Plains,SA
52292E97-8A87-4C8A-A539-26DD8519624B,Ronan,Salinas,1952-12-18,2347,Mayvale,NSW
0982464C-CBFC-4A37-AC74-6D75042D13D7,Tiffany,Silva,1993-01-21,6530,Mahomets Flats,WA
B1F0334E-4C61-4B1E-B1F1-C79DD0AF0311,Briley,Dickson,1987-01-23,4805,Gumlu,QLD
054895E6-2557-4BFE-9DEB-18F4CD88759E,Jordin,Holt,1990-11-11,3251,Weering,VIC
E0AE863C-B874-4C31-810D-221A88BE136A,Clinton,Griffin,1944-05-11,3995,Wattle Bank,VIC
C6B5544C-5315-42C0-B605-B6A0DCB460FB,Marely,Woodard,1961-06-09,2340,Gidley,NSW
450468C9-3D33-4A47-ADF2-75E7B5C0FF1B,Riley,Brown,1953-07-25,4873,Bonnie Doon,QLD
01D983A6-1E1C-4314-9AAB-6863A6D7EBA1,Donavan,Hensley,1953-02-18,5558,Moonta Mines,SA
6441B42A-9A82-4B71-B587-D182E84FF916,Kathleen,Humphrey,1961-05-02,5291,Moorak,SA
2F689CAC-F006-4BDA-8672-6FB819CD402C,Lucille,Cowan,1981-09-14,6415,Merredin,WA
3C5A694E-09EF-448D-9B3C-9EF9A211037C,Emilee,Weaver,1951-07-01,5371,Templers,SA
C136AABE-04A5-4829-A5B8-308EF347D42E,Sylvia,Vincent,1948-09-02,6020,Carine,WA
D68F8C7F-D033-4A11-A701-4760B280D3E1,Gregory,Gallagher,1950-10-23,3352,Pootilla,VIC
8C648A82-75FC-49EE-8420-A1E0BECABA0C,Justine,Moore,1972-06-03,4615,Johnstown,QLD
DF2EE72D-266F-4B3A-8E47-A8BCB534F283,Alfonso,Berry,1984-10-11,2330,Reedy Creek,NSW
0475B6F2-DD4D-434F-9769-3776EAFFE6B2,Mareli,Spence,1987-06-19,2423,Bungwahl,NSW
FDF71536-4620-48FB-963F-BA61E738E45B,Harper,Hunter,1975-06-25,2360,Cherry Tree Hill,NSW
0E81F678-D399-4334-8FB0-68E69C787E73,Julia,Salas,1975-10-08,4850,Trebonne,QLD
B0DD9E8C-2335-4EAD-8FB7-68086FA05868,Dereon,Pruitt,1995-02-17,5633,Boonerdo,SA
A7BDA351-9E5B-4153-A39D-7BEAD337E0A1,Keyon,Fitzpatrick,1997-05-20,5086,Hillcrest,SA
5233E2FA-360A-44D0-AF08-BA5735EAB4A8,Katherine,Garrison,1976-10-02,828,Berrimah,NT
72ABB41E-F14E-4566-B5FD-82346BB28A1D,Jensen,Waters,2001-10-20,4034,Carseldine,QLD
EC1BC13A-FBFF-4208-BF0D-7782CE83CD75,Adison,Barrera,1968-06-29,5153,Jupiter Creek,SA
C4B3DF99-AEEC-46D8-A076-B480E0C8FEC0,Alfred,Ayala,2000-11-06,6281,Dunsborough,WA
B344A492-EBE2-40DC-9E36-F85D8ADF8583,Humberto,Downs,2002-11-06,2460,Coutts Crossing,NSW
E7D6E8F2-AFF2-4EFE-8771-D05FCC5B2DA9,Sidney,Rush,1992-06-25,4703,Mulara,QLD
1CBEEB9A-F7CD-4BAC-A01A-2798933FBC5F,Sam,Jones,1977-12-17,6477,Welbungin,WA
2499FC0D-39D8-4BF9-B6C9-8FF053DD2E56,Jamiya,Weber,1974-12-25,2463,Taloumbi,NSW
B105DF0D-E47D-4438-A655-D68561E54B0B,Yurem,Warner,1968-02-03,6363,Dudinin,WA
F508C210-C0F1-4FB0-AA35-AEB597D92E1D,Adriana,Mosley,1988-04-04,4285,Kagaru,QLD
8EB8D130-1A2F-4B43-880B-9626C429549C,Liliana,Parker,1956-02-27,2707,Argoon,NSW
9DDB9428-1EF7-48AA-9E36-2088387F04C1,Jay,Lopez,1973-09-02,2484,Urliup,NSW
B3C342A4-E38E-477E-B374-87B872735571,Scarlett,Miles,1993-12-31,4555,Landers Shoot,QLD
991B8641-DBA8-44D9-B812-659C88D90021,Eliezer,Holloway,1953-03-22,6230,College Grove,WA
3BBCB0D8-B334-4080-8690-A42D36305DFA,Azaria,Tate,1999-07-28,2756,Central Colo,NSW
84AB6C4C-2803-49BC-883B-221046EDF1A3,Isabella,Parker,1960-11-24,2207,Bardwell Park,NSW
1132F5E1-F05F-43F9-9137-88E9C768E077,Talia,Luna,1954-11-30,5331,Kingston On Murray,SA
A83A0322-9AEC-4BB4-B766-ACDBE56AC0A7,Sara,Foster,1948-10-11,6484,Bullfinch,WA
0CA726B7-FF3B-4AFD-8CD0-773774C6A91E,Alma,Giles,1998-09-26,3294,Mirranatwa,VIC
3CC97FBA-FECD-4E0D-9AE3-3789E4B5E6FE,Finley,Odom,2000-09-17,4871,Fitzroy Island,QLD
0FDE3508-CCD5-41C4-A51A-319E3DC23E00,Uriah,Macias,1985-08-20,2581,Oolong,NSW
6E46FE73-B72E-4A90-9E0E-72AB8AAD429E,April,Pineda,1979-05-01,7010,Montrose,TAS
5668C403-9689-484D-BE1B-64BD16A16FAF,Braxton,Carr,1981-09-27,5137,Ashton,SA
AA660432-E5E5-4F0C-99D0-42E9CC59FECD,Theresa,Wyatt,1952-02-25,7215,Bicheno,TAS
78523A73-804B-42D6-817B-7E9BC83908B6,Jaeden,Turner,1952-05-20,5607,Farm Beach,SA
C2D5137F-33E3-4665-8EF2-A5C4B14010EF,Shaniya,Stafford,1947-05-06,2316,Boat Harbour,NSW
2ED44821-9C6F-4EC5-898E-ECB87242722C,Deven,Chambers,1964-12-18,3691,Kiewa,VIC
A093FA1B-713A-42F9-B712-1F10A153EAEA,Luciana,Levy,1946-11-11,7302,Bracknell,TAS
BC13923F-BEB0-4002-88C1-057CFF039C6D,Payton,Pace,1987-05-22,2178,Kemps Creek,NSW
74CEE924-D7C6-4464-B1FB-132A78019DDE,Keyon,Knight,1969-11-03,6330,Big Grove,WA
8B2026FB-2DBB-472F-85FF-AC07687E77F9,Marissa,Bautista,1990-01-28,7304,Weegena,TAS
D0F00A79-B7A1-4B8A-9FED-34F210E1ED8C,Brittany,Avila,1946-11-13,2790,Blackmans Flat,NSW
696B9577-9F6D-4D6F-A016-4A670BE38645,Maren,Herring,1970-06-16,2800,Lower Lewis Ponds,NSW
1290E79E-6B6C-4551-B0C5-6B59E1676396,Jimmy,Kelly,1947-10-09,3571,Dingee,VIC
F5F755E2-8EAA-4BA0-9B78-688ED0B3BBB4,Jazlynn,Obrien,1954-06-29,2365,Backwater,NSW
721873CF-9265-4DED-92A0-F2859205DD4B,Jaiden,Lynch,1990-06-12,5072,Magill South,SA
B78F9F9D-607E-492A-9919-F84DAC929BE7,Maya,Oconnor,1974-08-28,5256,Tolderol,SA
D2E31328-C744-4E42-AF7B-FBF1CF99FFC1,Karen,Reese,1948-04-19,3095,Eltham North,VIC
C78F5A6E-330B-488F-BF49-754783D478F4,Aaron,Brown,1957-01-01,5253,Burdett,SA
23389202-3C4C-4E2F-97A7-425B9C6EA6CD,Rayan,Ford,1943-08-07,3636,Naring,VIC
7641221C-4A6E-4BAA-BC6F-B82B9DFB48CE,Ryland,Yu,1944-11-26,1730,Seven Hills,NSW
31B0E95F-9D24-46D1-B21B-5823127E523A,Semaj,Wilcox,1992-06-08,4306,Fairney View,QLD
F885B547-D146-4F89-935B-20D523D21379,Jazlyn,Scott,1976-01-06,3506,Cowangie,VIC
5804F275-84C1-43ED-B099-B8C29F6EF3E9,Jairo,George,1959-07-10,2653,Courabyra,NSW
728DD2C1-C6BD-4E8C-9D62-58E65F075BDB,Lillie,Beard,1993-08-04,6312,Narrogin Valley,WA
B1A7FBB6-A6E2-4A24-8E49-EB266F3910DA,Kamron,Marshall,1955-04-24,4478,Tambo,QLD
B66157FC-4F1C-4AF2-898D-4D3B3C5A5BBD,Reginald,Daniels,1962-04-05,4556,Tanawha,QLD
79116030-69D8-45F0-A39F-B8F8EECF5AA4,Guillermo,Mathews,1999-12-26,6355,East Newdegate,WA
3748FA8B-C69B-4F30-97BC-24CD7D1F226B,Jeffery,Strong,1975-03-04,2110,Hunters Hill,NSW
3B2758CA-2406-42A6-A19E-5288C1647E31,Jade,Lara,1986-10-20,6220,Warawarrup,WA
B421F075-39F2-4D26-A87C-C84D17BB9DC7,Brendan,Ibarra,1992-04-23,7315,Upper Castra,TAS
D500F049-DF2F-41C0-BD29-BB74F64DB5CD,Mollie,Gross,1966-10-09,4455,Orallo,QLD
FA079FDD-66D0-4125-9E9A-16125A27D359,Albert,Eaton,1966-01-10,1658,Mona Vale,NSW
0B3CEA76-08D3-4AA6-82D1-E75F7823B71D,Kamila,Harrell,1951-09-10,4511,Ningi,QLD
3AF9E774-097B-4F65-B7F1-75A69F69FE65,Dominick,Fuller,1950-01-29,2849,Dabee,NSW
